dataset,nrows,ncols,run,seed,i_5CV_logloss,p_5CV_logloss,i_TST_logloss,p_TST_logloss,i_geo_complexity,p_geo_complexity,i_nfs_complexity,p_nfs_complexity,i_H_total,i_H_active,i_C_inconsistentes,i_k_promedio_activas,p_H_total,p_H_active,p_C_inconsistentes,p_k_promedio_activas,i_best_model,p_best_model,i_d,p_d,i_l,p_l,i_f,p_f,i_tree_nfs,p_tree_nfs,i_tree_used_fs,p_tree_used_fs,i_selected_fs,p_selected_fs
twonorm.csv,7400,21,4,4936,0.061715,0.061781,0.059424,0.059008,18.040000000000003,20.020000000000003,20,20.0,11,11,3,15.0,14,14,0,15.0,"MLPClassifier(activation='logistic', alpha=3.124658892181524,
              hidden_layer_sizes=11, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=3.8144550987768375,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Titanic.csv,2201,4,6,7404,0.483234,0.483234,0.481438,0.481438,26.0,26.0,3,3.0,14,13,3,2.230769230769231,14,13,3,2.230769230769231,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=14,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.0000000000000004e-05,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
compas.csv,5278,20,6,7404,0.600665,0.601166,0.607288,0.605304,2.4842105263157896,5.136842105263158,7,6.0,2,2,2,5.0,4,4,5,4.5,"MLPClassifier(activation='logistic', alpha=0.3837385511048399,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=2.356089891048373,
              hidden_layer_sizes=4, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,7,6,"['sex_0' 'sex_1' 'age' 'juv_other_count' 'priors_count'
 'race_African-American_1' 'c_charge_degree_M']","['sex_1' 'age' 'juv_other_count' 'priors_count' 'age_cat_25-45_1'
 'race_African-American_0']","['sex_0' 'sex_1' 'age' 'juv_other_count' 'priors_count'
 'race_African-American_1' 'c_charge_degree_M']","['sex_1' 'age' 'juv_other_count' 'priors_count' 'age_cat_25-45_1'
 'race_African-American_0']"
Long.csv,4477,20,6,7404,0.000114,0.000114,0.001225,0.001225,1.063157894736842,1.063157894736842,3,3.0,1,1,0,2.0,1,1,0,2.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['x8' 'x12' 'x18'],['x8' 'x12' 'x18'],['x8' 'x12' 'x18'],['x8' 'x12' 'x18']
twonorm.csv,7400,21,5,6170,0.057895,0.057659,0.067757,0.066754,1.4,20.020000000000003,20,20.0,1,1,0,15.0,15,14,0,15.0,"MLPClassifier(activation='logistic', alpha=0.019877993710424063,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=3.258796951914261,
              hidden_layer_sizes=15, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Long.csv,4477,20,7,8638,0.000215,0.000171,0.00165,0.001631,1.1052631578947367,1.0842105263157895,5,4.0,1,1,0,4.0,1,1,0,3.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,5,4,['x0' 'x4' 'x12' 'x13' 'x18'],['x3' 'x7' 'x12' 'x18'],['x0' 'x4' 'x12' 'x13' 'x18'],['x3' 'x7' 'x12' 'x18']
compas.csv,5278,20,7,8638,0.601649,0.602031,0.603899,0.606462,2.863157894736842,2.336842105263158,10,5.0,2,2,2,7.5,2,2,1,3.5,"MLPClassifier(activation='logistic', alpha=0.8749145843425972,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,10,5,"['sex_0' 'age' 'priors_count' 'age_cat_25-45_0' 'age_cat_25-45_1'
 'age_cat_Lessthan25_0' 'race_African-American_1' 'race_Caucasian_0'
 'race_Caucasian_1' 'c_charge_degree_M']",['sex_1' 'age' 'priors_count' 'age_cat_25-45_0' 'race_Caucasian_0'],"['sex_0' 'age' 'priors_count' 'age_cat_25-45_0' 'age_cat_25-45_1'
 'age_cat_Lessthan25_0' 'race_African-American_1' 'race_Caucasian_0'
 'race_Caucasian_1' 'c_charge_degree_M']",['sex_1' 'age' 'priors_count' 'age_cat_25-45_0' 'race_Caucasian_0']
twonorm.csv,7400,21,6,7404,0.061171,0.062046,0.058507,0.05994,1.4,15.839999999999998,20,20.0,1,1,0,15.0,9,9,7,15.0,"MLPClassifier(activation='logistic', alpha=0.011489647237625494,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=2.359972503367193,
              hidden_layer_sizes=9, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Titanic.csv,2201,4,7,8638,0.479001,0.479001,0.493926,0.493926,22.0,22.0,3,3.0,11,11,3,2.272727272727273,11,11,3,2.272727272727273,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=11,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=11,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
Long.csv,4477,20,8,9872,5.9e-05,6.1e-05,0.000897,0.001082,1.0842105263157895,1.0842105263157895,4,4.0,1,1,0,3.0,1,1,0,3.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,4,4,['x6' 'x12' 'x16' 'x18'],['x12' 'x14' 'x16' 'x18'],['x6' 'x12' 'x16' 'x18'],['x12' 'x14' 'x16' 'x18']
Titanic.csv,2201,4,8,9872,0.477082,0.477082,0.499327,0.499327,30.0,30.0,3,3.0,15,15,3,2.2666666666666666,15,15,3,2.2666666666666666,"MLPClassifier(activation='logistic', alpha=1.0000000000000003e-05,
              hidden_layer_sizes=15, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=15,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
compas.csv,5278,20,8,9872,0.604217,0.605716,0.599166,0.599952,4.642105263157895,2.631578947368421,11,6.0,3,3,8,8.333333333333334,2,2,4,4.5,"MLPClassifier(activation='logistic', alpha=1.6716272482776344,
              hidden_layer_sizes=3, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,11,6,"['sex_0' 'sex_1' 'age' 'juv_other_count' 'priors_count' 'age_cat_25-45_0'
 'age_cat_25-45_1' 'race_African-American_0' 'race_African-American_1'
 'race_Caucasian_0' 'race_Caucasian_1']","['sex_1' 'age' 'priors_count' 'age_cat_25-45_0' 'age_cat_Lessthan25_0'
 'race_African-American_1']","['sex_0' 'sex_1' 'age' 'juv_other_count' 'priors_count' 'age_cat_25-45_0'
 'age_cat_25-45_1' 'race_African-American_0' 'race_African-American_1'
 'race_Caucasian_0' 'race_Caucasian_1']","['sex_1' 'age' 'priors_count' 'age_cat_25-45_0' 'age_cat_Lessthan25_0'
 'race_African-American_1']"
twonorm.csv,7400,21,7,8638,0.06243,0.062381,0.055829,0.056695,1.4,26.740000000000002,20,20.0,1,1,0,15.0,14,14,4,15.0,"MLPClassifier(activation='logistic', alpha=0.022646848924880447,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=2.446392724197879,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Long.csv,4477,20,9,11106,5.8e-05,6.1e-05,0.005611,0.00018,1.1052631578947367,1.0842105263157895,5,4.0,1,1,0,4.0,1,1,0,3.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,5,4,['x1' 'x2' 'x3' 'x12' 'x18'],['x7' 'x12' 'x16' 'x18'],['x1' 'x2' 'x3' 'x12' 'x18'],['x7' 'x12' 'x16' 'x18']
Titanic.csv,2201,4,9,11106,0.484818,0.484818,0.484036,0.484036,10.0,10.0,3,3.0,5,5,3,2.2,5,5,3,2.2,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=5,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=5,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
compas.csv,5278,20,9,11106,0.605979,0.604292,0.600546,0.60123,2.568421052631579,2.336842105263158,9,5.0,2,2,1,6.5,2,2,1,3.5,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.03300628207970831,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,9,5,"['sex_1' 'age' 'juv_fel_count' 'priors_count' 'age_cat_25-45_0'
 'age_cat_25-45_1' 'age_cat_Lessthan25_1' 'race_African-American_1'
 'race_Caucasian_0']",['sex_0' 'age' 'priors_count' 'age_cat_Greaterthan45_0' 'race_Caucasian_1'],"['sex_1' 'age' 'juv_fel_count' 'priors_count' 'age_cat_25-45_0'
 'age_cat_25-45_1' 'age_cat_Lessthan25_1' 'race_African-American_1'
 'race_Caucasian_0']",['sex_0' 'age' 'priors_count' 'age_cat_Greaterthan45_0' 'race_Caucasian_1']
twonorm.csv,7400,21,8,9872,0.059911,0.059775,0.061065,0.060416,1.4,20.439999999999998,20,20.0,1,1,0,15.0,15,14,0,15.0,"MLPClassifier(activation='logistic', alpha=0.022405953775179288,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=2.6127583351373347,
              hidden_layer_sizes=15, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Long.csv,4477,20,10,12340,0.000187,0.000282,0.003394,0.001744,1.1052631578947367,1.1052631578947367,5,5.0,1,1,0,4.0,1,1,0,4.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=9.031930438040542e-05,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,5,5,['x0' 'x3' 'x7' 'x12' 'x18'],['x0' 'x3' 'x7' 'x12' 'x18'],['x0' 'x3' 'x7' 'x12' 'x18'],['x0' 'x3' 'x7' 'x12' 'x18']
Titanic.csv,2201,4,10,12340,0.484467,0.484467,0.487024,0.487024,22.0,22.0,3,3.0,11,11,3,2.272727272727273,11,11,3,2.272727272727273,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=11,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=11,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
compas.csv,5278,20,10,12340,0.59619,0.597113,0.615753,0.615136,2.736842105263158,2.631578947368421,10,9.0,2,2,3,7.5,2,2,2,6.5,"MLPClassifier(activation='logistic', alpha=1.243412075641742,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.23889789914941326,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,10,9,"['sex_0' 'sex_1' 'age' 'juv_other_count' 'priors_count'
 'age_cat_Greaterthan45_1' 'age_cat_Lessthan25_0' 'age_cat_Lessthan25_1'
 'race_African-American_0' 'race_African-American_1']","['sex_0' 'sex_1' 'age' 'priors_count' 'age_cat_Greaterthan45_1'
 'age_cat_Lessthan25_1' 'race_African-American_0' 'race_Caucasian_1'
 'c_charge_degree_F']","['sex_0' 'sex_1' 'age' 'juv_other_count' 'priors_count'
 'age_cat_Greaterthan45_1' 'age_cat_Lessthan25_0' 'age_cat_Lessthan25_1'
 'race_African-American_0' 'race_African-American_1']","['sex_0' 'sex_1' 'age' 'priors_count' 'age_cat_Greaterthan45_1'
 'age_cat_Lessthan25_1' 'race_African-American_0' 'race_Caucasian_1'
 'c_charge_degree_F']"
twonorm.csv,7400,21,9,11106,0.06091,0.060422,0.060001,0.060253,13.95,20.020000000000003,20,20.0,9,9,2,15.0,14,14,0,15.0,"MLPClassifier(activation='logistic', alpha=2.601036849307605,
              hidden_layer_sizes=9, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=2.670195322399241,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Titanic.csv,2201,4,11,13574,0.475424,0.475424,0.503196,0.503196,8.0,8.0,3,3.0,4,4,2,2.25,4,4,2,2.25,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=4,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.0000000000000003e-05,
              hidden_layer_sizes=4, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
Long.csv,4477,20,11,13574,0.00039,0.000308,1.6e-05,0.000125,1.0842105263157895,3.28421052631579,4,3.0,1,1,0,3.0,3,3,1,2.3333333333333335,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=3,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,4,3,['x7' 'x12' 'x16' 'x18'],['x10' 'x12' 'x18'],['x7' 'x12' 'x16' 'x18'],['x10' 'x12' 'x18']
compas.csv,5278,20,11,13574,0.602639,0.601939,0.603495,0.603221,2.442105263157895,3.9157894736842107,6,7.0,2,2,2,4.5,3,3,4,5.333333333333333,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.9217310978681137,
              hidden_layer_sizes=3, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,6,7,"['sex_0' 'sex_1' 'age' 'priors_count' 'race_African-American_1'
 'c_charge_degree_M']","['sex_1' 'age' 'juv_other_count' 'priors_count' 'age_cat_Lessthan25_1'
 'race_African-American_1' 'c_charge_degree_M']","['sex_0' 'sex_1' 'age' 'priors_count' 'race_African-American_1'
 'c_charge_degree_M']","['sex_1' 'age' 'juv_other_count' 'priors_count' 'age_cat_Lessthan25_1'
 'race_African-American_1' 'c_charge_degree_M']"
twonorm.csv,7400,21,10,12340,0.064554,0.063478,0.056199,0.055377,11.69,19.599999999999998,20,20.0,7,7,2,15.0,15,14,0,15.0,"MLPClassifier(activation='logistic', alpha=2.9153314907860373,
              hidden_layer_sizes=7, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=3.7345520588131995,
              hidden_layer_sizes=15, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Titanic.csv,2201,4,12,14808,0.481004,0.481004,0.497152,0.497152,26.0,26.0,3,3.0,13,13,3,2.230769230769231,13,13,3,2.230769230769231,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=13,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=13,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
compas.csv,5278,20,12,14808,0.607895,0.607433,0.593932,0.594989,2.168421052631579,2.2315789473684213,4,4.0,2,2,0,3.0,2,2,0,3.0,"MLPClassifier(activation='logistic', alpha=0.8510008058799539,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,4,4,['sex_1' 'age' 'priors_count' 'c_charge_degree_M'],['sex_1' 'age' 'priors_count' 'race_Caucasian_0'],['sex_1' 'age' 'priors_count' 'c_charge_degree_M'],['sex_1' 'age' 'priors_count' 'race_Caucasian_0']
Long.csv,4477,20,12,14808,0.000435,0.000265,1.5e-05,1.6e-05,1.0421052631578946,2.0842105263157893,2,2.0,1,1,0,1.0,2,2,0,1.5,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,2,2,['x12' 'x18'],['x12' 'x18'],['x12' 'x18'],['x12' 'x18']
twonorm.csv,7400,21,11,13574,0.060688,0.060356,0.06176,0.061489,11.920000000000002,12.870000000000001,20,20.0,8,8,0,15.0,9,9,1,15.0,"MLPClassifier(activation='logistic', alpha=3.1978383795464262,
              hidden_layer_sizes=8, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=2.6047771844419394,
              hidden_layer_sizes=9, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Titanic.csv,2201,4,13,16042,0.479642,0.479642,0.486884,0.486884,28.0,28.0,3,3.0,14,14,3,2.2142857142857144,14,14,3,2.2142857142857144,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=14,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=14,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
Long.csv,4477,20,13,16042,0.000201,0.00028,0.005754,0.000596,1.0842105263157895,1.063157894736842,4,3.0,1,1,0,3.0,1,1,0,2.0,"MLPClassifier(activation='logistic', alpha=1.1702313344913832e-05,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,4,3,['x11' 'x12' 'x17' 'x18'],['x3' 'x12' 'x18'],['x11' 'x12' 'x17' 'x18'],['x3' 'x12' 'x18']
compas.csv,5278,20,13,16042,0.600648,0.60099,0.608164,0.613572,2.2315789473684213,3.28421052631579,4,3.0,2,2,0,3.0,3,3,1,2.3333333333333335,"MLPClassifier(activation='logistic', alpha=0.9652629660179204,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=3,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,4,3,['sex_0' 'age' 'priors_count' 'age_cat_25-45_0'],['sex_1' 'age' 'priors_count'],['sex_0' 'age' 'priors_count' 'age_cat_25-45_0'],['sex_1' 'age' 'priors_count']
